568	1.25E-04
567	9.70E-05
566	8.02E-05
565	7.34E-05
564	6.50E-05
563	7.13E-05
562	1.09E-04
561	9.65E-05
560	1.74E-04
559	1.24E-04
558	1.28E-04
557	8.55E-05
556	1.17E-04
555	1.41E-04
554	1.51E-04
553	1.72E-04
552	1.49E-04
551	1.51E-04
550	1.82E-04
549	2.00E-04
548	2.31E-04
547	2.35E-04
546	2.67E-04
545	2.69E-04
544	2.82E-04
543	3.43E-04
542	3.37E-04
541	3.18E-04
540	3.48E-04
539	3.54E-04
538	3.58E-04
537	4.42E-04
536	4.42E-04
535	4.57E-04
534	5.16E-04
533	5.27E-04
532	5.73E-04
531	6.09E-04
530	7.12E-04
529	7.01E-04
528	7.18E-04
527	8.55E-04
526	8.19E-04
525	9.31E-04
524	0.001023893
523	0.001053252
522	0.001160727
521	0.00119428
520	0.001348415
519	0.001398744
518	0.001529287
517	0.001603209
516	0.001733751
515	0.001852235
514	0.001963904
513	0.002111748
512	0.002198252
511	0.002348192
510	0.002565763
509	0.002686344
508	0.002884517
507	0.003147175
506	0.003326474
505	0.003500531
504	0.003742218
503	0.003972895
502	0.004246563
501	0.004495065
500	0.004775548
499	0.005101118
498	0.005393135
497	0.00576117
496	0.006200506
495	0.006566444
494	0.00700945
493	0.00748129
492	0.007974625
491	0.008551843
490	0.009112809
489	0.009789114
488	0.010474855
487	0.011252867
486	0.012102704
485	0.01298557
484	0.01402624
483	0.015139258
482	0.016396975
481	0.017753778
480	0.019285686
479	0.021019961
478	0.022950837
477	0.025058915
476	0.027331612
475	0.029893181
474	0.032689097
473	0.035739806
472	0.039139678
471	0.042855158
470	0.046790831
469	0.050997549
468	0.055513061
467	0.060071562
466	0.06494777
465	0.069820307
464	0.074806611
463	0.079884661
462	0.084884071
461	0.089900782
460	0.094824698
459	0.099620693
458	0.104249446
457	0.10863494
456	0.112966434
455	0.117095561
454	0.121166494
453	0.125201253
452	0.12908345
451	0.133050579
450	0.137072231
449	0.141179339
448	0.145468367
447	0.149913627
446	0.154805038
445	0.160113766
444	0.166153846
443	0.173095666
442	0.180917205
441	0.189991743
440	0.200419938
439	0.212452914
438	0.226556221
437	0.243170243
436	0.262817673
435	0.2865266
434	0.314885775
433	0.348782259
432	0.388696803
431	0.434723777
430	0.486011246
429	0.5393292
428	0.590946433
427	0.635725651
426	0.668853035
425	0.686085167
424	0.684418522
423	0.665178447
422	0.633077054
421	0.594473701
420	0.553446662
419	0.521777265
418	0.497636866
417	0.480766478
416	0.469151867
415	0.459883351
414	0.450306565
413	0.438633236
412	0.424342766
411	0.40829338
410	0.392562224
409	0.379194464
408	0.369628688
407	0.364940692
406	0.365149351
405	0.369553193
404	0.37622187
403	0.382721208
402	0.386565134
401	0.38561988
400	0.378720002
399	0.365889091
398	0.348527465
397	0.328781997
396	0.309383593
395	0.292030355
394	0.277606197
393	0.26599211
392	0.256342451
391	0.247267389
390	0.238087474
389	0.22825904
388	0.218049465
387	0.208001887
386	0.198604401
385	0.190723095
384	0.18457921
383	0.180284415
382	0.177363723
381	0.174875552
380	0.172441905
379	0.168962869
378	0.165101118
377	0.160130542
376	0.154995347
375	0.149782036
374	0.145134933
373	0.141208173
372	0.138395481
371	0.136000629
370	0.134162025
369	0.132348061
368	0.130316526
367	0.128621571
366	0.127156769
365	0.125744918
364	0.125126807
363	0.124689044
362	0.124738849
361	0.124902945
360	0.125244243
359	0.125711889
358	0.126103517
357	0.126823335
356	0.127586144
355	0.128595882
354	0.130100528
353	0.131909249
352	0.134302528
351	0.136746137
350	0.139699857
349	0.142804566
348	0.146116361
347	0.149842327
346	0.153644311
345	0.157587323
344	0.161719596
343	0.165656841
342	0.170158198
341	0.174417867
340	0.179036659
339	0.184013002
338	0.189334312
337	0.194966512
336	0.200909603
335	0.207615503
334	0.214210782
333	0.221196639
332	0.228187216
331	0.235380683
330	0.242895002
329	0.251017995
328	0.259763818
327	0.269496835
326	0.282038874
325	0.294262684
324	0.306671036
323	0.318489062
322	0.329496048
321	0.33896798
320	0.347603182
319	0.355736136
318	0.363647326
317	0.371632961
316	0.380921924
315	0.392158014
314	0.407094905
313	0.427027537
312	0.451935987
311	0.483858081
310	0.520114814
309	0.560661625
308	0.603385716
307	0.646531318
306	0.691881987
305	0.737593352
304	0.783337222
303	0.829970772
302	0.872241373
301	0.911307129
300	0.940591111
299	0.960795837
298	0.979366948
297	0.987981179
296	0.990771328
295	0.993829902
294	0.997017445
293	1
292	0.996164987
291	0.990606708
290	0.980798721
