700	6.29E-05
699	7.34E-05
698	4.82E-05
697	3.62E-05
696	2.15E-05
695	5.03E-05
694	3.77E-05
693	4.40E-05
692	5.61E-05
691	7.23E-05
690	5.61E-05
689	8.49E-05
688	0
687	4.93E-05
686	2.46E-05
685	6.97E-05
684	5.35E-05
683	1.54E-04
682	9.02E-05
681	1.13E-04
680	9.86E-05
679	1.32E-04
678	7.34E-05
677	1.17E-04
676	1.31E-04
675	6.71E-05
674	9.80E-05
673	1.23E-04
672	9.38E-05
671	1.16E-04
670	9.38E-05
669	1.10E-04
668	8.76E-05
667	7.71E-05
666	8.34E-05
665	2.94E-05
664	5.40E-05
663	1.02E-04
662	1.57E-04
661	8.70E-05
660	8.91E-05
659	7.44E-05
658	2.46E-05
657	6.82E-05
656	3.09E-05
655	1.03E-04
654	8.86E-05
653	7.44E-05
652	6.61E-05
651	3.67E-05
650	7.18E-05
649	1.15E-04
648	9.07E-05
647	8.44E-05
646	8.65E-05
645	3.46E-05
644	1.03E-04
643	9.86E-05
642	1.17E-04
641	9.44E-05
640	1.29E-04
639	1.07E-04
638	9.65E-05
637	1.15E-04
636	5.09E-05
635	8.18E-05
634	1.03E-04
633	5.50E-05
632	8.81E-05
631	5.71E-05
630	5.92E-05
629	5.50E-05
628	7.97E-05
627	6.55E-05
626	5.50E-05
625	5.71E-05
624	6.76E-05
623	5.30E-05
622	9.02E-05
621	8.44E-05
620	6.13E-05
619	7.60E-05
618	4.30E-05
617	8.44E-05
616	8.02E-05
615	5.35E-05
614	9.70E-05
613	7.23E-05
612	6.40E-05
611	5.61E-05
610	9.96E-05
609	6.66E-05
608	6.45E-05
607	8.13E-05
606	6.24E-05
605	8.13E-05
604	9.38E-05
603	1.04E-04
602	9.02E-05
601	6.55E-05
600	6.97E-05
599	5.71E-05
598	9.07E-05
597	7.39E-05
596	8.86E-05
595	1.28E-04
594	1.10E-04
593	7.23E-05
592	8.28E-05
591	1.07E-04
590	9.12E-05
589	1.10E-04
588	1.22E-04
587	6.61E-05
586	7.39E-05
585	6.13E-05
584	9.17E-05
583	7.71E-05
582	9.12E-05
581	4.72E-05
580	7.76E-05
579	1.08E-04
578	1.24E-04
577	9.28E-05
576	3.36E-05
575	6.87E-05
574	4.51E-05
573	4.25E-05
572	3.98E-05
571	6.71E-05
570	1.11E-04
569	5.35E-05
